Category,Name,Offset,NameByCN,NameByEN,NameByVI
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_33,24066,上料轴1_Axis_Pos_33,Loading shaft 1_Axis_Pos_33,Tr?c cho ?n 1_tr?c_??a ?i?m_33
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_34,24068,上料轴1_Axis_Pos_34,Loading shaft 1_Axis_Pos_34,Tr?c cho ?n 1_tr?c_??a ?i?m_34
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_35,24070,上料轴1_Axis_Pos_35,Loading shaft 1_Axis_Pos_35,Tr?c cho ?n 1_tr?c_??a ?i?m_35
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_36,24072,上料轴1_Axis_Pos_36,Loading shaft 1_Axis_Pos_36,Tr?c cho ?n 1_tr?c_??a ?i?m_36
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_37,24074,上料轴1_Axis_Pos_37,Loading shaft 1_Axis_Pos_37,Tr?c cho ?n 1_tr?c_??a ?i?m_37
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_38,24076,上料轴1_Axis_Pos_38,Loading shaft 1_Axis_Pos_38,Tr?c cho ?n 1_tr?c_??a ?i?m_38
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_39,24078,上料轴1_Axis_Pos_39,Loading shaft 1_Axis_Pos_39,Tr?c cho ?n 1_tr?c_??a ?i?m_39
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_40,24080,上料轴1_Axis_Pos_40,Loading shaft 1_Axis_Pos_40,Tr?c cho ?n 1_tr?c_??a ?i?m_40
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_41,24082,上料轴1_Axis_Pos_41,Loading shaft 1_Axis_Pos_41,Tr?c cho ?n 1_tr?c_??a ?i?m_41
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_42,24084,上料轴1_Axis_Pos_42,Loading shaft 1_Axis_Pos_42,Tr?c cho ?n 1_tr?c_??a ?i?m_42
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_43,24086,上料轴1_Axis_Pos_43,Loading shaft 1_Axis_Pos_43,Tr?c cho ?n 1_tr?c_??a ?i?m_43
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_44,24088,上料轴1_Axis_Pos_44,Loading shaft 1_Axis_Pos_44,Tr?c cho ?n 1_tr?c_??a ?i?m_44
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_45,24090,上料轴1_Axis_Pos_45,Loading shaft 1_Axis_Pos_45,Tr?c cho ?n 1_tr?c_??a ?i?m_45
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_46,24092,上料轴1_Axis_Pos_46,Loading shaft 1_Axis_Pos_46,Tr?c cho ?n 1_tr?c_??a ?i?m_46
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_47,24094,上料轴1_Axis_Pos_47,Loading shaft 1_Axis_Pos_47,Tr?c cho ?n 1_tr?c_??a ?i?m_47
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_48,24096,上料轴1_Axis_Pos_48,Loading shaft 1_Axis_Pos_48,Tr?c cho ?n 1_tr?c_??a ?i?m_48
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_49,24098,上料轴1_Axis_Pos_49,Loading shaft 1_Axis_Pos_49,Tr?c cho ?n 1_tr?c_??a ?i?m_49
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_50,24100,上料轴1_Axis_Pos_50,Loading shaft 1_Axis_Pos_50,Tr?c cho ?n 1_tr?c_??a ?i?m_50
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_51,24102,上料轴1_Axis_Pos_51,Loading shaft 1_Axis_Pos_51,Tr?c cho ?n 1_tr?c_??a ?i?m_51
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_52,24104,上料轴1_Axis_Pos_52,Loading shaft 1_Axis_Pos_52,Tr?c cho ?n 1_tr?c_??a ?i?m_52
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_53,24106,上料轴1_Axis_Pos_53,Loading shaft 1_Axis_Pos_53,Tr?c cho ?n 1_tr?c_??a ?i?m_53
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_54,24108,上料轴1_Axis_Pos_54,Loading shaft 1_Axis_Pos_54,Tr?c cho ?n 1_tr?c_??a ?i?m_54
PLC/上料轴1_Axis_Pos,上料轴1_Axis_Pos_55,24110,上料轴1_Axis_Pos_55,Loading shaft 1_Axis_Pos_55,Tr?c cho ?n 1_tr?c_??a ?i?m_55

PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_0,24200,上料轴1_Axis_Vel_0,Loading shaft 1_Axis_Vel_0,Tr?c cho ?n 1_tr?c_t?c ??_0
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_1,24202,上料轴1_Axis_Vel_1,Loading shaft 1_Axis_Vel_1,Tr?c cho ?n 1_tr?c_t?c ??_1
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_2,24204,上料轴1_Axis_Vel_2,Loading shaft 1_Axis_Vel_2,Tr?c cho ?n 1_tr?c_t?c ??_2
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_3,24206,上料轴1_Axis_Vel_3,Loading shaft 1_Axis_Vel_3,Tr?c cho ?n 1_tr?c_t?c ??_3
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_4,24208,上料轴1_Axis_Vel_4,Loading shaft 1_Axis_Vel_4,Tr?c cho ?n 1_tr?c_t?c ??_4
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_5,24210,上料轴1_Axis_Vel_5,Loading shaft 1_Axis_Vel_5,Tr?c cho ?n 1_tr?c_t?c ??_5
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_6,24212,上料轴1_Axis_Vel_6,Loading shaft 1_Axis_Vel_6,Tr?c cho ?n 1_tr?c_t?c ??_6
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_7,24214,上料轴1_Axis_Vel_7,Loading shaft 1_Axis_Vel_7,Tr?c cho ?n 1_tr?c_t?c ??_7
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_8,24216,上料轴1_Axis_Vel_8,Loading shaft 1_Axis_Vel_8,Tr?c cho ?n 1_tr?c_t?c ??_8
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_9,24218,上料轴1_Axis_Vel_9,Loading shaft 1_Axis_Vel_9,Tr?c cho ?n 1_tr?c_t?c ??_9
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_10,24220,上料轴1_Axis_Vel_10,Loading shaft 1_Axis_Vel_10,Tr?c cho ?n 1_tr?c_t?c ??_10
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_11,24222,上料轴1_Axis_Vel_11,Loading shaft 1_Axis_Vel_11,Tr?c cho ?n 1_tr?c_t?c ??_11
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_12,24224,上料轴1_Axis_Vel_12,Loading shaft 1_Axis_Vel_12,Tr?c cho ?n 1_tr?c_t?c ??_12
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_13,24226,上料轴1_Axis_Vel_13,Loading shaft 1_Axis_Vel_13,Tr?c cho ?n 1_tr?c_t?c ??_13
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_14,24228,上料轴1_Axis_Vel_14,Loading shaft 1_Axis_Vel_14,Tr?c cho ?n 1_tr?c_t?c ??_14
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_15,24230,上料轴1_Axis_Vel_15,Loading shaft 1_Axis_Vel_15,Tr?c cho ?n 1_tr?c_t?c ??_15
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_16,24232,上料轴1_Axis_Vel_16,Loading shaft 1_Axis_Vel_16,Tr?c cho ?n 1_tr?c_t?c ??_16
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_17,24234,上料轴1_Axis_Vel_17,Loading shaft 1_Axis_Vel_17,Tr?c cho ?n 1_tr?c_t?c ??_17
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_18,24236,上料轴1_Axis_Vel_18,Loading shaft 1_Axis_Vel_18,Tr?c cho ?n 1_tr?c_t?c ??_18
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_19,24238,上料轴1_Axis_Vel_19,Loading shaft 1_Axis_Vel_19,Tr?c cho ?n 1_tr?c_t?c ??_19
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_20,24240,上料轴1_Axis_Vel_20,Loading shaft 1_Axis_Vel_20,Tr?c cho ?n 1_tr?c_t?c ??_20
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_21,24242,上料轴1_Axis_Vel_21,Loading shaft 1_Axis_Vel_21,Tr?c cho ?n 1_tr?c_t?c ??_21
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_22,24244,上料轴1_Axis_Vel_22,Loading shaft 1_Axis_Vel_22,Tr?c cho ?n 1_tr?c_t?c ??_22
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_23,24246,上料轴1_Axis_Vel_23,Loading shaft 1_Axis_Vel_23,Tr?c cho ?n 1_tr?c_t?c ??_23
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_24,24248,上料轴1_Axis_Vel_24,Loading shaft 1_Axis_Vel_24,Tr?c cho ?n 1_tr?c_t?c ??_24
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_25,24250,上料轴1_Axis_Vel_25,Loading shaft 1_Axis_Vel_25,Tr?c cho ?n 1_tr?c_t?c ??_25
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_26,24252,上料轴1_Axis_Vel_26,Loading shaft 1_Axis_Vel_26,Tr?c cho ?n 1_tr?c_t?c ??_26
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_27,24254,上料轴1_Axis_Vel_27,Loading shaft 1_Axis_Vel_27,Tr?c cho ?n 1_tr?c_t?c ??_27
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_28,24256,上料轴1_Axis_Vel_28,Loading shaft 1_Axis_Vel_28,Tr?c cho ?n 1_tr?c_t?c ??_28
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_29,24258,上料轴1_Axis_Vel_29,Loading shaft 1_Axis_Vel_29,Tr?c cho ?n 1_tr?c_t?c ??_29
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_30,24260,上料轴1_Axis_Vel_30,Loading shaft 1_Axis_Vel_30,Tr?c cho ?n 1_tr?c_t?c ??_30
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_31,24262,上料轴1_Axis_Vel_31,Loading shaft 1_Axis_Vel_31,Tr?c cho ?n 1_tr?c_t?c ??_31
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_32,24264,上料轴1_Axis_Vel_32,Loading shaft 1_Axis_Vel_32,Tr?c cho ?n 1_tr?c_t?c ??_32
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_33,24266,上料轴1_Axis_Vel_33,Loading shaft 1_Axis_Vel_33,Tr?c cho ?n 1_tr?c_t?c ??_33
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_34,24268,上料轴1_Axis_Vel_34,Loading shaft 1_Axis_Vel_34,Tr?c cho ?n 1_tr?c_t?c ??_34
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_35,24270,上料轴1_Axis_Vel_35,Loading shaft 1_Axis_Vel_35,Tr?c cho ?n 1_tr?c_t?c ??_35
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_36,24272,上料轴1_Axis_Vel_36,Loading shaft 1_Axis_Vel_36,Tr?c cho ?n 1_tr?c_t?c ??_36
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_37,24274,上料轴1_Axis_Vel_37,Loading shaft 1_Axis_Vel_37,Tr?c cho ?n 1_tr?c_t?c ??_37
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_38,24276,上料轴1_Axis_Vel_38,Loading shaft 1_Axis_Vel_38,Tr?c cho ?n 1_tr?c_t?c ??_38
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_39,24278,上料轴1_Axis_Vel_39,Loading shaft 1_Axis_Vel_39,Tr?c cho ?n 1_tr?c_t?c ??_39
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_40,24280,上料轴1_Axis_Vel_40,Loading shaft 1_Axis_Vel_40,Tr?c cho ?n 1_tr?c_t?c ??_40
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_41,24282,上料轴1_Axis_Vel_41,Loading shaft 1_Axis_Vel_41,Tr?c cho ?n 1_tr?c_t?c ??_41
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_42,24284,上料轴1_Axis_Vel_42,Loading shaft 1_Axis_Vel_42,Tr?c cho ?n 1_tr?c_t?c ??_42
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_43,24286,上料轴1_Axis_Vel_43,Loading shaft 1_Axis_Vel_43,Tr?c cho ?n 1_tr?c_t?c ??_43
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_44,24288,上料轴1_Axis_Vel_44,Loading shaft 1_Axis_Vel_44,Tr?c cho ?n 1_tr?c_t?c ??_44
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_45,24290,上料轴1_Axis_Vel_45,Loading shaft 1_Axis_Vel_45,Tr?c cho ?n 1_tr?c_t?c ??_45
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_46,24292,上料轴1_Axis_Vel_46,Loading shaft 1_Axis_Vel_46,Tr?c cho ?n 1_tr?c_t?c ??_46
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_47,24294,上料轴1_Axis_Vel_47,Loading shaft 1_Axis_Vel_47,Tr?c cho ?n 1_tr?c_t?c ??_47
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_48,24296,上料轴1_Axis_Vel_48,Loading shaft 1_Axis_Vel_48,Tr?c cho ?n 1_tr?c_t?c ??_48
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_49,24298,上料轴1_Axis_Vel_49,Loading shaft 1_Axis_Vel_49,Tr?c cho ?n 1_tr?c_t?c ??_49
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_50,24300,上料轴1_Axis_Vel_50,Loading shaft 1_Axis_Vel_50,Tr?c cho ?n 1_tr?c_t?c ??_50
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_51,24302,上料轴1_Axis_Vel_51,Loading shaft 1_Axis_Vel_51,Tr?c cho ?n 1_tr?c_t?c ??_51
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_52,24304,上料轴1_Axis_Vel_52,Loading shaft 1_Axis_Vel_52,Tr?c cho ?n 1_tr?c_t?c ??_52
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_53,24306,上料轴1_Axis_Vel_53,Loading shaft 1_Axis_Vel_53,Tr?c cho ?n 1_tr?c_t?c ??_53
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_54,24308,上料轴1_Axis_Vel_54,Loading shaft 1_Axis_Vel_54,Tr?c cho ?n 1_tr?c_t?c ??_54
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_55,24310,上料轴1_Axis_Vel_55,Loading shaft 1_Axis_Vel_55,Tr?c cho ?n 1_tr?c_t?c ??_55

PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_0,24400,上料轴2_Axis_Pos_0,Loading shaft 2_Axis_Pos_0,Tr?c cho ?n 2_tr?c_??a ?i?m_0
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_1,24402,上料轴2_Axis_Pos_1,Loading shaft 2_Axis_Pos_1,Tr?c cho ?n 2_tr?c_??a ?i?m_1
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_2,24404,上料轴2_Axis_Pos_2,Loading shaft 2_Axis_Pos_2,Tr?c cho ?n 2_tr?c_??a ?i?m_2
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_3,24406,上料轴2_Axis_Pos_3,Loading shaft 2_Axis_Pos_3,Tr?c cho ?n 2_tr?c_??a ?i?m_3
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_4,24408,上料轴2_Axis_Pos_4,Loading shaft 2_Axis_Pos_4,Tr?c cho ?n 2_tr?c_??a ?i?m_4
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_5,24410,上料轴2_Axis_Pos_5,Loading shaft 2_Axis_Pos_5,Tr?c cho ?n 2_tr?c_??a ?i?m_5
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_6,24412,上料轴2_Axis_Pos_6,Loading shaft 2_Axis_Pos_6,Tr?c cho ?n 2_tr?c_??a ?i?m_6
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_7,24414,上料轴2_Axis_Pos_7,Loading shaft 2_Axis_Pos_7,Tr?c cho ?n 2_tr?c_??a ?i?m_7
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_8,24416,上料轴2_Axis_Pos_8,Loading shaft 2_Axis_Pos_8,Tr?c cho ?n 2_tr?c_??a ?i?m_8
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_9,24418,上料轴2_Axis_Pos_9,Loading shaft 2_Axis_Pos_9,Tr?c cho ?n 2_tr?c_??a ?i?m_9
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_10,24420,上料轴2_Axis_Pos_10,Loading shaft 2_Axis_Pos_10,Tr?c cho ?n 2_tr?c_??a ?i?m_10
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_11,24422,上料轴2_Axis_Pos_11,Loading shaft 2_Axis_Pos_11,Tr?c cho ?n 2_tr?c_??a ?i?m_11
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_12,24424,上料轴2_Axis_Pos_12,Loading shaft 2_Axis_Pos_12,Tr?c cho ?n 2_tr?c_??a ?i?m_12
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_13,24426,上料轴2_Axis_Pos_13,Loading shaft 2_Axis_Pos_13,Tr?c cho ?n 2_tr?c_??a ?i?m_13
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_14,24428,上料轴2_Axis_Pos_14,Loading shaft 2_Axis_Pos_14,Tr?c cho ?n 2_tr?c_??a ?i?m_14
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_15,24430,上料轴2_Axis_Pos_15,Loading shaft 2_Axis_Pos_15,Tr?c cho ?n 2_tr?c_??a ?i?m_15
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_16,24432,上料轴2_Axis_Pos_16,Loading shaft 2_Axis_Pos_16,Tr?c cho ?n 2_tr?c_??a ?i?m_16
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_17,24434,上料轴2_Axis_Pos_17,Loading shaft 2_Axis_Pos_17,Tr?c cho ?n 2_tr?c_??a ?i?m_17
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_18,24436,上料轴2_Axis_Pos_18,Loading shaft 2_Axis_Pos_18,Tr?c cho ?n 2_tr?c_??a ?i?m_18
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_19,24438,上料轴2_Axis_Pos_19,Loading shaft 2_Axis_Pos_19,Tr?c cho ?n 2_tr?c_??a ?i?m_19
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_20,24440,上料轴2_Axis_Pos_20,Loading shaft 2_Axis_Pos_20,Tr?c cho ?n 2_tr?c_??a ?i?m_20
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_21,24442,上料轴2_Axis_Pos_21,Loading shaft 2_Axis_Pos_21,Tr?c cho ?n 2_tr?c_??a ?i?m_21
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_22,24444,上料轴2_Axis_Pos_22,Loading shaft 2_Axis_Pos_22,Tr?c cho ?n 2_tr?c_??a ?i?m_22
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_23,24446,上料轴2_Axis_Pos_23,Loading shaft 2_Axis_Pos_23,Tr?c cho ?n 2_tr?c_??a ?i?m_23
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_24,24448,上料轴2_Axis_Pos_24,Loading shaft 2_Axis_Pos_24,Tr?c cho ?n 2_tr?c_??a ?i?m_24
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_25,24450,上料轴2_Axis_Pos_25,Loading shaft 2_Axis_Pos_25,Tr?c cho ?n 2_tr?c_??a ?i?m_25
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_26,24452,上料轴2_Axis_Pos_26,Loading shaft 2_Axis_Pos_26,Tr?c cho ?n 2_tr?c_??a ?i?m_26
PLC/上料轴2_Axis_Pos,上料轴2_Axis_Pos_27,24454,上料轴2_Axis_Pos_27,Loading shaft 2_Axis_Pos_27,Tr?c cho ?n 2_tr?c_??a ?i?m_27
