Id,Offset,Name,TipMessage,Comment,NameByCN,NameByEN,NameByVI
42,22541,吸料轴Z1_手自动不一致,,,吸料轴Z1_手自动不一致,Pick_Axis_Z1_Manual_Auto_Mismatch,Feeding Axis Z1_Kh?ng ??ng b? tay-t? ??ng
43,22542,吸料轴R1_未使能提示,,,吸料轴R1_未使能提示,Pick_Axis_R1_Not_Enabled,Feeding Axis R1_Ch?a cho phép ho?t ??ng
44,22543,吸料轴R1_指令报错,,,吸料轴R1_指令报错,Pick_Axis_R1_Command_Error,Feeding Axis R1_L?i l?nh
45,22544,吸料轴R1_正极限,,,吸料轴R1_正极限,Pick_Axis_R1_Pos_Limit,Feeding Axis R1_Gi?i h?n d??ng
46,22545,吸料轴R1_负极限,,,吸料轴R1_负极限,Pick_Axis_R1_Neg_Limit,Feeding Axis R1_Gi?i h?n am
47,22546,吸料轴R1_JOG安全条件报警,,,吸料轴R1_JOG安全条件报警,Pick_Axis_R1_JOG_Safety_Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn JOG
48,22547,吸料轴R1_PTP安全条件报警,,,吸料轴R1_PTP安全条件报警,Pick_Axis_R1_PTP_Safety_Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn PTP
49,22548,吸料轴R1_手自动不一致,,,吸料轴R1_手自动不一致,Pick_Axis_R1_Manual_Auto_Mismatch,Feeding Axis R1_Kh?ng ??ng b? tay-t? ??ng
50,22549,吸料轴Z2_未使能提示,,,吸料轴Z2_未使能提示,Pick_Axis_Z2_Not_Enabled,Feeding Axis Z2_Ch?a cho phép ho?t ??ng
51,22550,吸料轴Z2_指令报错,,,吸料轴Z2_指令报错,Pick_Axis_Z2_Command_Error,Feeding Axis Z2_L?i l?nh
52,22551,吸料轴Z2_正极限,,,吸料轴Z2_正极限,Pick_Axis_Z2_Pos_Limit,Feeding Axis Z2_Gi?i h?n d??ng
53,22552,吸料轴Z2_负极限,,,吸料轴Z2_负极限,Pick_Axis_Z2_Neg_Limit,Feeding Axis Z2_Gi?i h?n am
54,22553,吸料轴Z2_JOG安全条件报警,,,吸料轴Z2_JOG安全条件报警,Pick_Axis_Z2_JOG_Safety_Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn JOG
55,22554,吸料轴Z2_PTP安全条件报警,,,吸料轴Z2_PTP安全条件报警,Pick_Axis_Z2_PTP_Safety_Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn PTP
56,22555,吸料轴Z2_手自动不一致,,,吸料轴Z2_手自动不一致,Pick_Axis_Z2_Manual_Auto_Mismatch,Feeding Axis Z2_Kh?ng ??ng b? tay-t? ??ng
57,22556,吸料轴R2_未使能提示,,,吸料轴R2_未使能提示,Pick_Axis_R2_Not_Enabled,Feeding Axis R2_Ch?a cho phép ho?t ??ng
58,22557,吸料轴R2_指令报错,,,吸料轴R2_指令报错,Pick_Axis_R2_Command_Error,Feeding Axis R2_L?i l?nh
59,22558,吸料轴R2_正极限,,,吸料轴R2_正极限,Pick_Axis_R2_Pos_Limit,Feeding Axis R2_Gi?i h?n d??ng
60,22559,吸料轴R2_负极限,,,吸料轴R2_负极限,Pick_Axis_R2_Neg_Limit,Feeding Axis R2_Gi?i h?n am
61,22560,吸料轴R2_JOG安全条件报警,,,吸料轴R2_JOG安全条件报警,Pick_Axis_R2_JOG_Safety_Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn JOG
62,22561,吸料轴R2_PTP安全条件报警,,,吸料轴R2_PTP安全条件报警,Pick_Axis_R2_PTP_Safety_Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn PTP
63,22562,吸料轴R2_手自动不一致,,,吸料轴R2_手自动不一致,Pick_Axis_R2_Manual_Auto_Mismatch,Feeding Axis R2_Kh?ng ??ng b? tay-t? ??ng
64,22563,吸料轴Z3_未使能提示,,,吸料轴Z3_未使能提示,Pick_Axis_Z3_Not_Enabled,Feeding Axis Z3_Ch?a cho phép ho?t ??ng
65,22564,吸料轴Z3_指令报错,,,吸料轴Z3_指令报错,Pick_Axis_Z3_Command_Error,Feeding Axis Z3_L?i l?nh
66,22565,吸料轴Z3_正极限,,,吸料轴Z3_正极限,Pick_Axis_Z3_Pos_Limit,Feeding Axis Z3_Gi?i h?n d??ng
67,22566,吸料轴Z3_负极限,,,吸料轴Z3_负极限,Pick_Axis_Z3_Neg_Limit,Feeding Axis Z3_Gi?i h?n am
68,22567,吸料轴Z3_JOG安全条件报警,,,吸料轴Z3_JOG安全条件报警,Pick_Axis_Z3_JOG_Safety_Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn JOG
69,22568,吸料轴Z3_PTP安全条件报警,,,吸料轴Z3_PTP安全条件报警,Pick_Axis_Z3_PTP_Safety_Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn PTP
70,22569,吸料轴Z3_手自动不一致,,,吸料轴Z3_手自动不一致,Pick_Axis_Z3_Manual_Auto_Mismatch,Feeding Axis Z3_Kh?ng ??ng b? tay-t? ??ng
71,22570,吸料轴R3_未使能提示,,,吸料轴R3_未使能提示,Pick_Axis_R3_Not_Enabled,Feeding Axis R3_Ch?a cho phép ho?t ??ng
72,22571,吸料轴R3_指令报错,,,吸料轴R3_指令报错,Pick_Axis_R3_Command_Error,Feeding Axis R3_L?i l?nh
73,22572,吸料轴R3_正极限,,,吸料轴R3_正极限,Pick_Axis_R3_Pos_Limit,Feeding Axis R3_Gi?i h?n d??ng
74,22573,吸料轴R3_负极限,,,吸料轴R3_负极限,Pick_Axis_R3_Neg_Limit,Feeding Axis R3_Gi?i h?n am
75,22574,吸料轴R3_JOG安全条件报警,,,吸料轴R3_JOG安全条件报警,Pick_Axis_R3_JOG_Safety_Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn JOG
76,22575,吸料轴R3_PTP安全条件报警,,,吸料轴R3_PTP安全条件报警,Pick_Axis_R3_PTP_Safety_Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn PTP
77,22576,吸料轴R3_手自动不一致,,,吸料轴R3_手自动不一致,Pick_Axis_R3_Manual_Auto_Mismatch,Feeding Axis R3_Kh?ng ??ng b? tay-t? ??ng
78,22577,吸料轴Z4_未使能提示,,,吸料轴Z4_未使能提示,Pick_Axis_Z4_Not_Enabled,Feeding Axis Z4_Ch?a cho phép ho?t ??ng
79,22578,吸料轴Z4_指令报错,,,吸料轴Z4_指令报错,Pick_Axis_Z4_Command_Error,Feeding Axis Z4_L?i l?nh
80,22579,吸料轴Z4_正极限,,,吸料轴Z4_正极限,Pick_Axis_Z4_Pos_Limit,Feeding Axis Z4_Gi?i h?n d??ng
81,22580,吸料轴Z4_负极限,,,吸料轴Z4_负极限,Pick_Axis_Z4_Neg_Limit,Feeding Axis Z4_Gi?i h?n am
82,22581,吸料轴Z4_JOG安全条件报警,,,吸料轴Z4_JOG安全条件报警,Pick_Axis_Z4_JOG_Safety_Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn JOG
83,22582,吸料轴Z4_PTP安全条件报警,,,吸料轴Z4_PTP安全条件报警,Pick_Axis_Z4_PTP_Safety_Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn PTP
84,22583,吸料轴Z4_手自动不一致,,,吸料轴Z4_手自动不一致,Pick_Axis_Z4_Manual_Auto_Mismatch,Feeding Axis Z4_Kh?ng ??ng b? tay-t? ??ng
85,22584,吸料轴R4_未使能提示,,,吸料轴R4_未使能提示,Pick_Axis_R4_Not_Enabled,Feeding Axis R4_Ch?a cho phép ho?t ??ng
86,22585,吸料轴R4_指令报错,,,吸料轴R4_指令报错,Pick_Axis_R4_Command_Error,Feeding Axis R4_L?i l?nh
87,22586,吸料轴R4_正极限,,,吸料轴R4_正极限,Pick_Axis_R4_Pos_Limit,Feeding Axis R4_Gi?i h?n d??ng
88,22587,吸料轴R4_负极限,,,吸料轴R4_负极限,Pick_Axis_R4_Neg_Limit,Feeding Axis R4_Gi?i h?n am
89,22588,吸料轴R4_JOG安全条件报警,,,吸料轴R4_JOG安全条件报警,Pick_Axis_R4_JOG_Safety_Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn JOG
90,22589,吸料轴R4_PTP安全条件报警,,,吸料轴R4_PTP安全条件报警,Pick_Axis_R4_PTP_Safety_Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn PTP
91,22590,吸料轴R4_手自动不一致,,,吸料轴R4_手自动不一致,Pick_Axis_R4_Manual_Auto_Mismatch,Feeding Axis R4_Kh?ng ??ng b? tay-t? ??ng
92,22591,吸料轴Z5_未使能提示,,,吸料轴Z5_未使能提示,Pick_Axis_Z5_Not_Enabled,Feeding Axis Z5_Ch?a cho phép ho?t ??ng
93,22592,吸料轴Z5_指令报错,,,吸料轴Z5_指令报错,Pick_Axis_Z5_Command_Error,Feeding Axis Z5_L?i l?nh
94,22593,吸料轴Z5_正极限,,,吸料轴Z5_正极限,Pick_Axis_Z5_Pos_Limit,Feeding Axis Z5_Gi?i h?n d??ng
95,22594,吸料轴Z5_负极限,,,吸料轴Z5_负极限,Pick_Axis_Z5_Neg_Limit,Feeding Axis Z5_Gi?i h?n am
96,22595,吸料轴Z5_JOG安全条件报警,,,吸料轴Z5_JOG安全条件报警,Pick_Axis_Z5_JOG_Safety_Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn JOG
97,22596,吸料轴Z5_PTP安全条件报警,,,吸料轴Z5_PTP安全条件报警,Pick_Axis_Z5_PTP_Safety_Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn PTP
98,22597,吸料轴Z5_手自动不一致,,,吸料轴Z5_手自动不一致,Pick_Axis_Z5_Manual_Auto_Mismatch,Feeding Axis Z5_Kh?ng ??ng b? tay-t? ??ng
99,22598,吸料轴R5_未使能提示,,,吸料轴R5_未使能提示,Pick_Axis_R5_Not_Enabled,Feeding Axis R5_Ch?a cho phép ho?t ??ng
100,22599,吸料轴R5_指令报错,,,吸料轴R5_指令报错,Pick_Axis_R5_Command_Error,Feeding Axis R5_L?i l?nh
101,22600,吸料轴R5_正极限,,,吸料轴R5_正极限,Pick_Axis_R5_Pos_Limit,Feeding Axis R5_Gi?i h?n d??ng
102,22601,吸料轴R5_负极限,,,吸料轴R5_负极限,Pick_Axis_R5_Neg_Limit,Feeding Axis R5_Gi?i h?n am
103,22602,吸料轴R5_JOG安全条件报警,,,吸料轴R5_JOG安全条件报警,Pick_Axis_R5_JOG_Safety_Alarm,Feeding Axis R5_C?nh báo ?i?u ki?n an toàn JOG
104,22603,吸料轴R5_PTP安全条件报警,,,吸料轴R5_PTP安全条件报警,Pick_Axis_R5_PTP_Safety_Alarm,Feeding Axis R5_C?nh báo ?i?u ki?n an toàn PTP
105,22604,吸料轴R5_手自动不一致,,,吸料轴R5_手自动不一致,Pick_Axis_R5_Manual_Auto_Mismatch,Feeding Axis R5_Kh?ng ??ng b? tay-t? ??ng
106,22605,吸料轴Z6_未使能提示,,,吸料轴Z6_未使能提示,Pick_Axis_Z6_Not_Enabled,Feeding Axis Z6_Ch?a cho phép ho?t ??ng
107,22606,吸料轴Z6_指令报错,,,吸料轴Z6_指令报错,Pick_Axis_Z6_Command_Error,Feeding Axis Z6_L?i l?nh
108,22607,吸料轴Z6_正极限,,,吸料轴Z6_正极限,Pick_Axis_Z6_Pos_Limit,Feeding Axis Z6_Gi?i h?n d??ng
109,22608,吸料轴Z6_负极限,,,吸料轴Z6_负极限,Pick_Axis_Z6_Neg_Limit,Feeding Axis Z6_Gi?i h?n am
110,22609,吸料轴Z6_JOG安全条件报警,,,吸料轴Z6_JOG安全条件报警,Pick_Axis_Z6_JOG_Safety_Alarm,Feeding Axis Z6_C?nh báo ?i?u ki?n an toàn JOG
111,22610,吸料轴Z6_PTP安全条件报警,,,吸料轴Z6_PTP安全条件报警,Pick_Axis_Z6_PTP_Safety_Alarm,Feeding Axis Z6_C?nh báo ?i?u ki?n an toàn PTP
112,22611,吸料轴Z6_手自动不一致,,,吸料轴Z6_手自动不一致,Pick_Axis_Z6_Manual_Auto_Mismatch,Feeding Axis Z6_Kh?ng ??ng b? tay-t? ??ng
113,22612,吸料轴R6_未使能提示,,,吸料轴R6_未使能提示,Pick_Axis_R6_Not_Enabled,Feeding Axis R6_Ch?a cho phép ho?t ??ng
114,22613,吸料轴R6_指令报错,,,吸料轴R6_指令报错,Pick_Axis_R6_Command_Error,Feeding Axis R6_L?i l?nh
115,22614,吸料轴R6_正极限,,,吸料轴R6_正极限,Pick_Axis_R6_Pos_Limit,Feeding Axis R6_Gi?i h?n d??ng
116,22615,吸料轴R6_负极限,,,吸料轴R6_负极限,Pick_Axis_R6_Neg_Limit,Feeding Axis R6_Gi?i h?n am
117,22616,吸料轴R6_JOG安全条件报警,,,吸料轴R6_JOG安全条件报警,Pick_Axis_R6_JOG_Safety_Alarm,Feeding Axis R6_C?nh báo ?i?u ki?n an toàn JOG
118,22617,吸料轴R6_PTP安全条件报警,,,吸料轴R6_PTP安全条件报警,Pick_Axis_R6_PTP_Safety_Alarm,Feeding Axis R6_C?nh báo ?i?u ki?n an toàn PTP
119,22618,吸料轴R6_手自动不一致,,,吸料轴R6_手自动不一致,Pick_Axis_R6_Manual_Auto_Mismatch,Feeding Axis R6_Kh?ng ??ng b? tay-t? ??ng
120,22619,吸料轴Z7_未使能提示,,,吸料轴Z7_未使能提示,Pick_Axis_Z7_Not_Enabled,Feeding Axis Z7_Ch?a cho phép ho?t ??ng
121,22620,吸料轴Z7_指令报错,,,吸料轴Z7_指令报错,Pick_Axis_Z7_Command_Error,Feeding Axis Z7_L?i l?nh
122,22621,吸料轴Z7_正极限,,,吸料轴Z7_正极限,Pick_Axis_Z7_Pos_Limit,Feeding Axis Z7_Gi?i h?n d??ng
123,22622,吸料轴Z7_负极限,,,吸料轴Z7_负极限,Pick_Axis_Z7_Neg_Limit,Feeding Axis Z7_Gi?i h?n am
124,22623,吸料轴Z7_JOG安全条件报警,,,吸料轴Z7_JOG安全条件报警,Pick_Axis_Z7_JOG_Safety_Alarm,Feeding Axis Z7_C?nh báo ?i?u ki?n an toàn JOG
125,22624,吸料轴Z7_PTP安全条件报警,,,吸料轴Z7_PTP安全条件报警,Pick_Axis_Z7_PTP_Safety_Alarm,Feeding Axis Z7_C?nh báo ?i?u ki?n an toàn PTP
126,22625,吸料轴Z7_手自动不一致,,,吸料轴Z7_手自动不一致,Pick_Axis_Z7_Manual_Auto_Mismatch,Feeding Axis Z7_Kh?ng ??ng b? tay-t? ??ng
127,22626,吸料轴R7_未使能提示,,,吸料轴R7_未使能提示,Pick_Axis_R7_Not_Enabled,Feeding Axis R7_Ch?a cho phép ho?t ??ng
128,22627,吸料轴R7_指令报错,,,吸料轴R7_指令报错,Pick_Axis_R7_Command_Error,Feeding Axis R7_L?i l?nh
129,22628,吸料轴R7_正极限,,,吸料轴R7_正极限,Pick_Axis_R7_Pos_Limit,Feeding Axis R7_Gi?i h?n d??ng
130,22629,吸料轴R7_负极限,,,吸料轴R7_负极限,Pick_Axis_R7_Neg_Limit,Feeding Axis R7_Gi?i h?n am
131,22630,吸料轴R7_JOG安全条件报警,,,吸料轴R7_JOG安全条件报警,Pick_Axis_R7_JOG_Safety_Alarm,Feeding Axis R7_C?nh báo ?i?u ki?n an toàn JOG
132,22631,吸料轴R7_PTP安全条件报警,,,吸料轴R7_PTP安全条件报警,Pick_Axis_R7_PTP_Safety_Alarm,Feeding Axis R7_C?nh báo ?i?u ki?n an toàn PTP
133,22632,吸料轴R7_手自动不一致,,,吸料轴R7_手自动不一致,Pick_Axis_R7_Manual_Auto_Mismatch,Feeding Axis R7_Kh?ng ??ng b? tay-t? ??ng
134,22633,轴1_定位气缸1-原位报警,,,轴1_定位气缸1-原位报警,Axis1_PosCyl1_Home_Alarm,Tr?c 1_Xylanh ??nh v? 1-C?nh báo v? trí g?c
135,22634,轴1_定位气缸1-工作位报警,,,轴1_定位气缸1-工作位报警,Axis1_PosCyl1_WorkPos_Alarm,Tr?c 1_Xylanh ??nh v? 1-C?nh báo v? trí làm vi?c
136,22635,轴1_定位气缸1-原点安全条件触发异常,,,轴1_定位气缸1-原点安全条件触发异常,Axis1_PosCyl1_Home_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
137,22636,轴1_定位气缸1-工作位安全条件触发异常,,,轴1_定位气缸1-工作位安全条件触发异常,Axis1_PosCyl1_WorkPos_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
138,22637,轴1_定位气缸1-手自动联锁中,,,轴1_定位气缸1-手自动联锁中,Axis1_PosCyl1_Manual_Auto_Interlock,Tr?c 1_Xylanh ??nh v? 1_?ang khóa liên ??ng tay-t? ??ng
139,22638,轴1_定位气缸2-原位报警,,,轴1_定位气缸2-原位报警,Axis1_PosCyl2_Home_Alarm,Tr?c 1_Xylanh ??nh v? 2-C?nh báo v? trí g?c
140,22639,轴1_定位气缸2-工作位报警,,,轴1_定位气缸2-工作位报警,Axis1_PosCyl2_WorkPos_Alarm,Tr?c 1_Xylanh ??nh v? 2-C?nh báo v? trí làm vi?c
141,22640,轴1_定位气缸2-原点安全条件触发异常,,,轴1_定位气缸2-原点安全条件触发异常,Axis1_PosCyl2_Home_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
142,22641,轴1_定位气缸2-工作位安全条件触发异常,,,轴1_定位气缸2-工作位安全条件触发异常,Axis1_PosCyl2_WorkPos_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
143,22642,轴1_定位气缸2-手自动联锁中,,,轴1_定位气缸2-手自动联锁中,Axis1_PosCyl2_Manual_Auto_Interlock,Tr?c 1_Xylanh ??nh v? 2_?ang khóa liên ??ng tay-t? ??ng
144,22643,轴1_定位气缸3-原位报警,,,轴1_定位气缸3-原位报警,Axis1_PosCyl3_Home_Alarm,Tr?c 1_Xylanh ??nh v? 3-C?nh báo v? trí g?c
145,22644,轴1_定位气缸3-工作位报警,,,轴1_定位气缸3-工作位报警,Axis1_PosCyl3_WorkPos_Alarm,Tr?c 1_Xylanh ??nh v? 3-C?nh báo v? trí làm vi?c
146,22645,轴1_定位气缸3-原点安全条件触发异常,,,轴1_定位气缸3-原点安全条件触发异常,Axis1_PosCyl3_Home_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
147,22646,轴1_定位气缸3-工作位安全条件触发异常,,,轴1_定位气缸3-工作位安全条件触发异常,Axis1_PosCyl3_WorkPos_Safety_Cond_Error,Tr?c 1_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
148,22647,轴1_定位气缸3-手自动联锁中,,,轴1_定位气缸3-手自动联锁中,Axis1_PosCyl3_Manual_Auto_Interlock,Tr?c 1_Xylanh ??nh v? 3_?ang khóa liên ??ng tay-t? ??ng
149,22648,轴2_定位气缸1-原位报警,,,轴2_定位气缸1-原位报警,Axis2_PosCyl1_Home_Alarm,Tr?c 2_Xylanh ??nh v? 1-C?nh báo v? trí g?c
150,22649,轴2_定位气缸1-工作位报警,,,轴2_定位气缸1-工作位报警,Axis2_PosCyl1_WorkPos_Alarm,Tr?c 2_Xylanh ??nh v? 1-C?nh báo v? trí làm vi?c
151,22650,轴2_定位气缸1-原点安全条件触发异常,,,轴2_定位气缸1-原点安全条件触发异常,Axis2_PosCyl1_Home_Safety_Cond_Error,Tr?c 2_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
152,22651,轴2_定位气缸1-工作位安全条件触发异常,,,轴2_定位气缸1-工作位安全条件触发异常,Axis2_PosCyl1_WorkPos_Safety_Cond_Error,Tr?c 2_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
153,22652,轴2_定位气缸1-手自动联锁中,,,轴2_定位气缸1-手自动联锁中,Axis2_PosCyl1_Manual_Auto_Interlock,Tr?c 2_Xylanh ??nh v? 1_?ang khóa liên ??ng tay-t? ??ng
154,22653,轴2_定位气缸2-原位报警,,,轴2_定位气缸2-原位报警,Axis2_PosCyl2_Home_Alarm,Tr?c 2_Xylanh ??nh v? 2-C?nh báo v? trí g?c
155,22654,轴2_定位气缸2-工作位报警,,,轴2_定位气缸2-工作位报警,Axis2_PosCyl2_WorkPos_Alarm,Tr?c 2_Xylanh ??nh v? 2-C?nh báo v? trí làm vi?c
156,22655,轴2_定位气缸2-原点安全条件触发异常,,,轴2_定位气缸2-原点安全条件触发异常,Axis2_PosCyl2_Home_Safety_Cond_Error,Tr?c 2_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
