Category,Name,Offset,NameByCN,NameByEN,NameByVI
PLC/Y_Axis_Vel,Y_Axis_Vel_14,24178,Y_Axis_Vel_14,Y_Axis_Vel_14,Y_trục_tốc độ_14
PLC/Y_Axis_Vel,Y_Axis_Vel_15,24180,Y_Axis_Vel_15,Y_Axis_Vel_15,Y_trục_tốc độ_15
PLC/Y_Axis_Vel,Y_Axis_Vel_16,24182,Y_Axis_Vel_16,Y_Axis_Vel_16,Y_trục_tốc độ_16
PLC/Y_Axis_Vel,Y_Axis_Vel_17,24184,Y_Axis_Vel_17,Y_Axis_Vel_17,Y_trục_tốc độ_17
PLC/Y_Axis_Vel,Y_Axis_Vel_18,24186,Y_Axis_Vel_18,Y_Axis_Vel_18,Y_trục_tốc độ_18
PLC/Y_Axis_Vel,Y_Axis_Vel_19,24188,Y_Axis_Vel_19,Y_Axis_Vel_19,Y_trục_tốc độ_19
PLC/Y_Axis_Vel,Y_Axis_Vel_20,24190,Y_Axis_Vel_20,Y_Axis_Vel_20,Y_trục_tốc độ_20

PLC/Z_Axis_Pos,Z_Axis_Pos_0,24200,Z_Axis_Pos_0,Z_Axis_Pos_0,Z_trục_Địa điểm_0
PLC/Z_Axis_Pos,Z_Axis_Pos_1,24202,Z_Axis_Pos_1,Z_Axis_Pos_1,Z_trục_Địa điểm_1
PLC/Z_Axis_Pos,Z_Axis_Pos_2,24204,Z_Axis_Pos_2,Z_Axis_Pos_2,Z_trục_Địa điểm_2
PLC/Z_Axis_Pos,Z_Axis_Pos_3,24206,Z_Axis_Pos_3,Z_Axis_Pos_3,Z_trục_Địa điểm_3
PLC/Z_Axis_Pos,Z_Axis_Pos_4,24208,Z_Axis_Pos_4,Z_Axis_Pos_4,Z_trục_Địa điểm_4
PLC/Z_Axis_Pos,Z_Axis_Pos_5,24210,Z_Axis_Pos_5,Z_Axis_Pos_5,Z_trục_Địa điểm_5
PLC/Z_Axis_Pos,Z_Axis_Pos_6,24212,Z_Axis_Pos_6,Z_Axis_Pos_6,Z_trục_Địa điểm_6
PLC/Z_Axis_Pos,Z_Axis_Pos_7,24214,Z_Axis_Pos_7,Z_Axis_Pos_7,Z_trục_Địa điểm_7
PLC/Z_Axis_Pos,Z_Axis_Pos_8,24216,Z_Axis_Pos_8,Z_Axis_Pos_8,Z_trục_Địa điểm_8
PLC/Z_Axis_Pos,Z_Axis_Pos_9,24218,Z_Axis_Pos_9,Z_Axis_Pos_9,Z_trục_Địa điểm_9
PLC/Z_Axis_Pos,Z_Axis_Pos_10,24220,Z_Axis_Pos_10,Z_Axis_Pos_10,Z_trục_Địa điểm_10
PLC/Z_Axis_Pos,Z_Axis_Pos_11,24222,Z_Axis_Pos_11,Z_Axis_Pos_11,Z_trục_Địa điểm_11
PLC/Z_Axis_Pos,Z_Axis_Pos_12,24224,Z_Axis_Pos_12,Z_Axis_Pos_12,Z_trục_Địa điểm_12
PLC/Z_Axis_Pos,Z_Axis_Pos_13,24226,Z_Axis_Pos_13,Z_Axis_Pos_13,Z_trục_Địa điểm_13
PLC/Z_Axis_Pos,Z_Axis_Pos_14,24228,Z_Axis_Pos_14,Z_Axis_Pos_14,Z_trục_Địa điểm_14
PLC/Z_Axis_Pos,Z_Axis_Pos_15,24230,Z_Axis_Pos_15,Z_Axis_Pos_15,Z_trục_Địa điểm_15
PLC/Z_Axis_Pos,Z_Axis_Pos_16,24232,Z_Axis_Pos_16,Z_Axis_Pos_16,Z_trục_Địa điểm_16
PLC/Z_Axis_Pos,Z_Axis_Pos_17,24234,Z_Axis_Pos_17,Z_Axis_Pos_17,Z_trục_Địa điểm_17
PLC/Z_Axis_Pos,Z_Axis_Pos_18,24236,Z_Axis_Pos_18,Z_Axis_Pos_18,Z_trục_Địa điểm_18
PLC/Z_Axis_Pos,Z_Axis_Pos_19,24238,Z_Axis_Pos_19,Z_Axis_Pos_19,Z_trục_Địa điểm_19
PLC/Z_Axis_Pos,Z_Axis_Pos_20,24240,Z_Axis_Pos_20,Z_Axis_Pos_20,Z_trục_Địa điểm_20

PLC/Z_Axis_Vel,Z_Axis_Vel_0,24250,Z_Axis_Vel_0,Z_Axis_Vel_0,Z_trục_tốc độ_0
PLC/Z_Axis_Vel,Z_Axis_Vel_1,24252,Z_Axis_Vel_1,Z_Axis_Vel_1,Z_trục_tốc độ_1
PLC/Z_Axis_Vel,Z_Axis_Vel_2,24254,Z_Axis_Vel_2,Z_Axis_Vel_2,Z_trục_tốc độ_2
PLC/Z_Axis_Vel,Z_Axis_Vel_3,24256,Z_Axis_Vel_3,Z_Axis_Vel_3,Z_trục_tốc độ_3
PLC/Z_Axis_Vel,Z_Axis_Vel_4,24258,Z_Axis_Vel_4,Z_Axis_Vel_4,Z_trục_tốc độ_4
PLC/Z_Axis_Vel,Z_Axis_Vel_5,24260,Z_Axis_Vel_5,Z_Axis_Vel_5,Z_trục_tốc độ_5
PLC/Z_Axis_Vel,Z_Axis_Vel_6,24262,Z_Axis_Vel_6,Z_Axis_Vel_6,Z_trục_tốc độ_6
PLC/Z_Axis_Vel,Z_Axis_Vel_7,24264,Z_Axis_Vel_7,Z_Axis_Vel_7,Z_trục_tốc độ_7
PLC/Z_Axis_Vel,Z_Axis_Vel_8,24266,Z_Axis_Vel_8,Z_Axis_Vel_8,Z_trục_tốc độ_8
PLC/Z_Axis_Vel,Z_Axis_Vel_9,24268,Z_Axis_Vel_9,Z_Axis_Vel_9,Z_trục_tốc độ_9
PLC/Z_Axis_Vel,Z_Axis_Vel_10,24270,Z_Axis_Vel_10,Z_Axis_Vel_10,Z_trục_tốc độ_10
PLC/Z_Axis_Vel,Z_Axis_Vel_11,24272,Z_Axis_Vel_11,Z_Axis_Vel_11,Z_trục_tốc độ_11
PLC/Z_Axis_Vel,Z_Axis_Vel_12,24274,Z_Axis_Vel_12,Z_Axis_Vel_12,Z_trục_tốc độ_12
PLC/Z_Axis_Vel,Z_Axis_Vel_13,24276,Z_Axis_Vel_13,Z_Axis_Vel_13,Z_trục_tốc độ_13
PLC/Z_Axis_Vel,Z_Axis_Vel_14,24278,Z_Axis_Vel_14,Z_Axis_Vel_14,Z_trục_tốc độ_14
PLC/Z_Axis_Vel,Z_Axis_Vel_15,24280,Z_Axis_Vel_15,Z_Axis_Vel_15,Z_trục_tốc độ_15
PLC/Z_Axis_Vel,Z_Axis_Vel_16,24282,Z_Axis_Vel_16,Z_Axis_Vel_16,Z_trục_tốc độ_16
PLC/Z_Axis_Vel,Z_Axis_Vel_17,24284,Z_Axis_Vel_17,Z_Axis_Vel_17,Z_trục_tốc độ_17
PLC/Z_Axis_Vel,Z_Axis_Vel_18,24286,Z_Axis_Vel_18,Z_Axis_Vel_18,Z_trục_tốc độ_18
PLC/Z_Axis_Vel,Z_Axis_Vel_19,24288,Z_Axis_Vel_19,Z_Axis_Vel_19,Z_trục_tốc độ_19
PLC/Z_Axis_Vel,Z_Axis_Vel_20,24290,Z_Axis_Vel_20,Z_Axis_Vel_20,Z_trục_tốc độ_20

PLC/R_Axis_Pos,R_Axis_Pos_0,24300,R_Axis_Pos_0,R_Axis_Pos_0,R_trục_Địa điểm_0
PLC/R_Axis_Pos,R_Axis_Pos_1,24302,R_Axis_Pos_1,R_Axis_Pos_1,R_trục_Địa điểm_1
PLC/R_Axis_Pos,R_Axis_Pos_2,24304,R_Axis_Pos_2,R_Axis_Pos_2,R_trục_Địa điểm_2
PLC/R_Axis_Pos,R_Axis_Pos_3,24306,R_Axis_Pos_3,R_Axis_Pos_3,R_trục_Địa điểm_3
PLC/R_Axis_Pos,R_Axis_Pos_4,24308,R_Axis_Pos_4,R_Axis_Pos_4,R_trục_Địa điểm_4
PLC/R_Axis_Pos,R_Axis_Pos_5,24310,R_Axis_Pos_5,R_Axis_Pos_5,R_trục_Địa điểm_5
PLC/R_Axis_Pos,R_Axis_Pos_6,24312,R_Axis_Pos_6,R_Axis_Pos_6,R_trục_Địa điểm_6
PLC/R_Axis_Pos,R_Axis_Pos_7,24314,R_Axis_Pos_7,R_Axis_Pos_7,R_trục_Địa điểm_7
PLC/R_Axis_Pos,R_Axis_Pos_8,24316,R_Axis_Pos_8,R_Axis_Pos_8,R_trục_Địa điểm_8
PLC/R_Axis_Pos,R_Axis_Pos_9,24318,R_Axis_Pos_9,R_Axis_Pos_9,R_trục_Địa điểm_9
PLC/R_Axis_Pos,R_Axis_Pos_10,24320,R_Axis_Pos_10,R_Axis_Pos_10,R_trục_Địa điểm_10
PLC/R_Axis_Pos,R_Axis_Pos_11,24322,R_Axis_Pos_11,R_Axis_Pos_11,R_trục_Địa điểm_11
PLC/R_Axis_Pos,R_Axis_Pos_12,24324,R_Axis_Pos_12,R_Axis_Pos_12,R_trục_Địa điểm_12
PLC/R_Axis_Pos,R_Axis_Pos_13,24326,R_Axis_Pos_13,R_Axis_Pos_13,R_trục_Địa điểm_13
PLC/R_Axis_Pos,R_Axis_Pos_14,24328,R_Axis_Pos_14,R_Axis_Pos_14,R_trục_Địa điểm_14
PLC/R_Axis_Pos,R_Axis_Pos_15,24330,R_Axis_Pos_15,R_Axis_Pos_15,R_trục_Địa điểm_15
PLC/R_Axis_Pos,R_Axis_Pos_16,24332,R_Axis_Pos_16,R_Axis_Pos_16,R_trục_Địa điểm_16
PLC/R_Axis_Pos,R_Axis_Pos_17,24334,R_Axis_Pos_17,R_Axis_Pos_17,R_trục_Địa điểm_17
PLC/R_Axis_Pos,R_Axis_Pos_18,24336,R_Axis_Pos_18,R_Axis_Pos_18,R_trục_Địa điểm_18
PLC/R_Axis_Pos,R_Axis_Pos_19,24338,R_Axis_Pos_19,R_Axis_Pos_19,R_trục_Địa điểm_19
PLC/R_Axis_Pos,R_Axis_Pos_20,24340,R_Axis_Pos_20,R_Axis_Pos_20,R_trục_Địa điểm_20

PLC/R_Axis_Vel,R_Axis_Vel_0,24350,R_Axis_Vel_0,R_Axis_Vel_0,R_trục_tốc độ_0
PLC/R_Axis_Vel,R_Axis_Vel_1,24352,R_Axis_Vel_1,R_Axis_Vel_1,R_trục_tốc độ_1
PLC/R_Axis_Vel,R_Axis_Vel_2,24354,R_Axis_Vel_2,R_Axis_Vel_2,R_trục_tốc độ_2
PLC/R_Axis_Vel,R_Axis_Vel_3,24356,R_Axis_Vel_3,R_Axis_Vel_3,R_trục_tốc độ_3
PLC/R_Axis_Vel,R_Axis_Vel_4,24358,R_Axis_Vel_4,R_Axis_Vel_4,R_trục_tốc độ_4
PLC/R_Axis_Vel,R_Axis_Vel_5,24360,R_Axis_Vel_5,R_Axis_Vel_5,R_trục_tốc độ_5
PLC/R_Axis_Vel,R_Axis_Vel_6,24362,R_Axis_Vel_6,R_Axis_Vel_6,R_trục_tốc độ_6
PLC/R_Axis_Vel,R_Axis_Vel_7,24364,R_Axis_Vel_7,R_Axis_Vel_7,R_trục_tốc độ_7
PLC/R_Axis_Vel,R_Axis_Vel_8,24366,R_Axis_Vel_8,R_Axis_Vel_8,R_trục_tốc độ_8
PLC/R_Axis_Vel,R_Axis_Vel_9,24368,R_Axis_Vel_9,R_Axis_Vel_9,R_trục_tốc độ_9
PLC/R_Axis_Vel,R_Axis_Vel_10,24370,R_Axis_Vel_10,R_Axis_Vel_10,R_trục_tốc độ_10
PLC/R_Axis_Vel,R_Axis_Vel_11,24372,R_Axis_Vel_11,R_Axis_Vel_11,R_trục_tốc độ_11
PLC/R_Axis_Vel,R_Axis_Vel_12,24374,R_Axis_Vel_12,R_Axis_Vel_12,R_trục_tốc độ_12
PLC/R_Axis_Vel,R_Axis_Vel_13,24376,R_Axis_Vel_13,R_Axis_Vel_13,R_trục_tốc độ_13
PLC/R_Axis_Vel,R_Axis_Vel_14,24378,R_Axis_Vel_14,R_Axis_Vel_14,R_trục_tốc độ_14
PLC/R_Axis_Vel,R_Axis_Vel_15,24380,R_Axis_Vel_15,R_Axis_Vel_15,R_trục_tốc độ_15
PLC/R_Axis_Vel,R_Axis_Vel_16,24382,R_Axis_Vel_16,R_Axis_Vel_16,R_trục_tốc độ_16
PLC/R_Axis_Vel,R_Axis_Vel_17,24384,R_Axis_Vel_17,R_Axis_Vel_17,R_trục_tốc độ_17
PLC/R_Axis_Vel,R_Axis_Vel_18,24386,R_Axis_Vel_18,R_Axis_Vel_18,R_trục_tốc độ_18
PLC/R_Axis_Vel,R_Axis_Vel_19,24388,R_Axis_Vel_19,R_Axis_Vel_19,R_trục_tốc độ_19
PLC/R_Axis_Vel,R_Axis_Vel_20,24390,R_Axis_Vel_20,R_Axis_Vel_20,R_trục_tốc độ_20

PLC/上料轴1__Axis,上料轴1__Axis_Pos_0,24400,上料轴1__Axis_Pos_0,Loading shaft 1_Axis_Pos_0,Trục cho ăn 1_trục_Địa điểm_0
PLC/上料轴1__Axis,上料轴1__Axis_Pos_1,24402,上料轴1__Axis_Pos_1,Loading shaft 1_Axis_Pos_1,Trục cho ăn 1_trục_Địa điểm_1
PLC/上料轴1__Axis,上料轴1__Axis_Pos_2,24404,上料轴1__Axis_Pos_2,Loading shaft 1_Axis_Pos_2,Trục cho ăn 1_trục_Địa điểm_2
PLC/上料轴1__Axis,上料轴1__Axis_Pos_3,24406,上料轴1__Axis_Pos_3,Loading shaft 1_Axis_Pos_3,Trục cho ăn 1_trục_Địa điểm_3
PLC/上料轴1__Axis,上料轴1__Axis_Pos_4,24408,上料轴1__Axis_Pos_4,Loading shaft 1_Axis_Pos_4,Trục cho ăn 1_trục_Địa điểm_4
PLC/上料轴1__Axis,上料轴1__Axis_Pos_5,24410,上料轴1__Axis_Pos_5,Loading shaft 1_Axis_Pos_5,Trục cho ăn 1_trục_Địa điểm_5
PLC/上料轴1__Axis,上料轴1__Axis_Pos_6,24412,上料轴1__Axis_Pos_6,Loading shaft 1_Axis_Pos_6,Trục cho ăn 1_trục_Địa điểm_6
PLC/上料轴1__Axis,上料轴1__Axis_Pos_7,24414,上料轴1__Axis_Pos_7,Loading shaft 1_Axis_Pos_7,Trục cho ăn 1_trục_Địa điểm_7
PLC/上料轴1__Axis,上料轴1__Axis_Pos_8,24416,上料轴1__Axis_Pos_8,Loading shaft 1_Axis_Pos_8,Trục cho ăn 1_trục_Địa điểm_8
PLC/上料轴1__Axis,上料轴1__Axis_Pos_9,24418,上料轴1__Axis_Pos_9,Loading shaft 1_Axis_Pos_9,Trục cho ăn 1_trục_Địa điểm_9
PLC/上料轴1__Axis,上料轴1__Axis_Pos_10,24420,上料轴1__Axis_Pos_10,Loading shaft 1_Axis_Pos_10,Trục cho ăn 1_trục_Địa điểm_10
PLC/上料轴1__Axis,上料轴1__Axis_Pos_11,24422,上料轴1__Axis_Pos_11,Loading shaft 1_Axis_Pos_11,Trục cho ăn 1_trục_Địa điểm_11
PLC/上料轴1__Axis,上料轴1__Axis_Pos_12,24424,上料轴1__Axis_Pos_12,Loading shaft 1_Axis_Pos_12,Trục cho ăn 1_trục_Địa điểm_12
PLC/上料轴1__Axis,上料轴1__Axis_Pos_13,24426,上料轴1__Axis_Pos_13,Loading shaft 1_Axis_Pos_13,Trục cho ăn 1_trục_Địa điểm_13
PLC/上料轴1__Axis,上料轴1__Axis_Pos_14,24428,上料轴1__Axis_Pos_14,Loading shaft 1_Axis_Pos_14,Trục cho ăn 1_trục_Địa điểm_14
PLC/上料轴1__Axis,上料轴1__Axis_Pos_15,24430,上料轴1__Axis_Pos_15,Loading shaft 1_Axis_Pos_15,Trục cho ăn 1_trục_Địa điểm_15
PLC/上料轴1__Axis,上料轴1__Axis_Pos_16,24432,上料轴1__Axis_Pos_16,Loading shaft 1_Axis_Pos_16,Trục cho ăn 1_trục_Địa điểm_16
PLC/上料轴1__Axis,上料轴1__Axis_Pos_17,24434,上料轴1__Axis_Pos_17,Loading shaft 1_Axis_Pos_17,Trục cho ăn 1_trục_Địa điểm_17
PLC/上料轴1__Axis,上料轴1__Axis_Pos_18,24436,上料轴1__Axis_Pos_18,Loading shaft 1_Axis_Pos_18,Trục cho ăn 1_trục_Địa điểm_18
PLC/上料轴1__Axis,上料轴1__Axis_Pos_19,24438,上料轴1__Axis_Pos_19,Loading shaft 1_Axis_Pos_19,Trục cho ăn 1_trục_Địa điểm_19
PLC/上料轴1__Axis,上料轴1__Axis_Pos_20,24440,上料轴1__Axis_Pos_20,Loading shaft 1_Axis_Pos_20,Trục cho ăn 1_trục_Địa điểm_20

PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_0,24450,上料轴1_Axis_Vel_0,Loading shaft 1_Axis_Vel_0,Trục cho ăn 1_trục_tốc độ_0
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_1,24452,上料轴1_Axis_Vel_1,Loading shaft 1_Axis_Vel_1,Trục cho ăn 1_trục_tốc độ_1
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_2,24454,上料轴1_Axis_Vel_2,Loading shaft 1_Axis_Vel_2,Trục cho ăn 1_trục_tốc độ_2
PLC/上料轴1_Axis_Vel,上料轴1_Axis_Vel_3,24456,上料轴1_Axis_Vel_3,Loading shaft 1_Axis_Vel_3,Trục cho ăn 1_trục_tốc độ_3
