Id,Offset,Name,TipMessage,Comment,NameByCN,NameByEN,NameByVI
29,22528,工位1Y轴手自动不一致报警,,,工位1Y轴手自动不一致报警,Cam_Adj_Step_Axis_Not_Enabled,Tr?c b??c ?i?u ch?nh camera_Ch?a cho phép ho?t ??ng
30,22529,工位1Y轴未使能,,,工位1Y轴未使能,Cam_Adj_Step_Axis_Command_Error,Tr?c b??c ?i?u ch?nh camera_L?i l?nh
31,22530,工位2Y轴Jog安全报警,,,工位2Y轴Jog安全报警,Cam_Adj_Step_Axis_Pos_Limit,Tr?c b??c ?i?u ch?nh camera_Gi?i h?n d??ng
32,22531,工位2Y轴PTP安全报警,,,工位2Y轴PTP安全报警,Cam_Adj_Step_Axis_Neg_Limit,Tr?c b??c ?i?u ch?nh camera_Gi?i h?n am
33,22532,工位2Y轴手自动不一致报警,,,工位2Y轴手自动不一致报警,Cam_Adj_Step_Axis_JOG_Safety_Alarm,Tr?c b??c ?i?u ch?nh camera_C?nh báo ?i?u ki?n an toàn JOG
34,22533,工位2Y轴未使能,,,工位2Y轴未使能,Cam_Adj_Step_Axis_PTP_Safety_Alarm,Tr?c b??c ?i?u ch?nh camera_C?nh báo ?i?u ki?n an toàn PTP
35,22534,工位1步进Z轴Jog安全报警,,,工位1步进Z轴Jog安全报警,Cam_Adj_Step_Axis_Manual_Auto_Mismatch,Tr?c b??c ?i?u ch?nh camera_Kh?ng ??ng b? tay-t? ??ng
36,22535,工位1步进Z轴PTP安全报警,,,工位1步进Z轴PTP安全报警,Pick_Axis_Z1_Not_Enabled,Feeding Axis Z1_Ch?a cho phép ho?t ??ng
37,22536,工位1步进Z轴手自动不一致报警,,,工位1步进Z轴手自动不一致报警,Pick_Axis_Z1_Command_Error,Feeding Axis Z1_L?i l?nh
38,22537,工位1步进Z轴未使能,,,工位1步进Z轴未使能,Pick_Axis_Z1_Pos_Limit,Feeding Axis Z1_Gi?i h?n d??ng
39,22538,工位2步进Z轴Jog安全报警,,,工位2步进Z轴Jog安全报警,Pick_Axis_Z1_Neg_Limit,Feeding Axis Z1_Gi?i h?n am
40,22539,工位2步进Z轴PTP安全报警,,,工位2步进Z轴PTP安全报警,Pick_Axis_Z1_JOG_Safety_Alarm,Feeding Axis Z1_C?nh báo ?i?u ki?n an toàn JOG
41,22540,工位2步进Z轴手自动不一致报警,,,工位2步进Z轴手自动不一致报警,Pick_Axis_Z1_PTP_Safety_Alarm,Feeding Axis Z1_C?nh báo ?i?u ki?n an toàn PTP
42,22541,工位2步进Z轴未使能,,,工位2步进Z轴未使能,Pick_Axis_Z1_Manual_Auto_Mismatch,Feeding Axis Z1_Kh?ng ??ng b? tay-t? ??ng
43,22542,工位1固高Y轴Jog安全报警,,,工位1固高Y轴Jog安全报警,Pick_Axis_R1_Not_Enabled,Feeding Axis R1_Ch?a cho phép ho?t ??ng
44,22543,工位1固高Y轴PTP安全报警,,,工位1固高Y轴PTP安全报警,Pick_Axis_R1_Command_Error,Feeding Axis R1_L?i l?nh
45,22544,工位1固高Y轴手自动不一致报警,,,工位1固高Y轴手自动不一致报警,Pick_Axis_R1_Pos_Limit,Feeding Axis R1_Gi?i h?n d??ng
46,22545,工位1固高Y轴未使能,,,工位1固高Y轴未使能,Pick_Axis_R1_Neg_Limit,Feeding Axis R1_Gi?i h?n am
47,22546,工位2固高Y轴Jog安全报警,,,工位2固高Y轴Jog安全报警,Pick_Axis_R1_JOG_Safety_Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn JOG
48,22547,工位2固高Y轴PTP安全报警,,,工位2固高Y轴PTP安全报警,Pick_Axis_R1_PTP_Safety_Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn PTP
49,22548,工位2固高Y轴手自动不一致报警,,,工位2固高Y轴手自动不一致报警,Pick_Axis_R1_Manual_Auto_Mismatch,Feeding Axis R1_Kh?ng ??ng b? tay-t? ??ng
50,22549,工位2固高Y轴未使能,,,工位2固高Y轴未使能,Pick_Axis_Z2_Not_Enabled,Feeding Axis Z2_Ch?a cho phép ho?t ??ng
51,22550,上料轴1_定位气缸1原位报警,,,上料轴1_定位气缸1原位报警,Pick_Axis_Z2_Command_Error,Feeding Axis Z2_L?i l?nh
52,22551,上料轴1_定位气缸1工作位报警,,,上料轴1_定位气缸1工作位报警,Pick_Axis_Z2_Pos_Limit,Feeding Axis Z2_Gi?i h?n d??ng
53,22552,上料轴1_定位气缸2原位报警,,,上料轴1_定位气缸2原位报警,Pick_Axis_Z2_Neg_Limit,Feeding Axis Z2_Gi?i h?n am
54,22553,上料轴1_定位气缸2工作位报警,,,上料轴1_定位气缸2工作位报警,Pick_Axis_Z2_JOG_Safety_Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn JOG
55,22554,上料轴1_定位气缸3原位报警,,,上料轴1_定位气缸3原位报警,Pick_Axis_Z2_PTP_Safety_Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn PTP
56,22555,上料轴1_定位气缸3工作位报警,,,上料轴1_定位气缸3工作位报警,Pick_Axis_Z2_Manual_Auto_Mismatch,Feeding Axis Z2_Kh?ng ??ng b? tay-t? ??ng
57,22556,上料轴1_定位气缸4原位报警,,,上料轴1_定位气缸4原位报警,Pick_Axis_R2_Not_Enabled,Feeding Axis R2_Ch?a cho phép ho?t ??ng
58,22557,上料轴1_定位气缸4工作位报警,,,上料轴1_定位气缸4工作位报警,Pick_Axis_R2_Command_Error,Feeding Axis R2_L?i l?nh
59,22558,上料轴2_定位气缸1原位报警,,,上料轴2_定位气缸1原位报警,Pick_Axis_R2_Pos_Limit,Feeding Axis R2_Gi?i h?n d??ng
60,22559,上料轴2_定位气缸1工作位报警,,,上料轴2_定位气缸1工作位报警,Pick_Axis_R2_Neg_Limit,Feeding Axis R2_Gi?i h?n am
61,22560,上料轴2_定位气缸2原位报警,,,上料轴2_定位气缸2原位报警,Pick_Axis_R2_JOG_Safety_Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn JOG
62,22561,上料轴2_定位气缸2工作位报警,,,上料轴2_定位气缸2工作位报警,Pick_Axis_R2_PTP_Safety_Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn PTP
63,22562,上料轴2_定位气缸3原位报警,,,上料轴2_定位气缸3原位报警,Pick_Axis_R2_Manual_Auto_Mismatch,Feeding Axis R2_Kh?ng ??ng b? tay-t? ??ng
64,22563,上料轴2_定位气缸3工作位报警,,,上料轴2_定位气缸3工作位报警,Pick_Axis_Z3_Not_Enabled,Feeding Axis Z3_Ch?a cho phép ho?t ??ng
65,22564,上料轴2_定位气缸4原位报警,,,上料轴2_定位气缸4原位报警,Pick_Axis_Z3_Command_Error,Feeding Axis Z3_L?i l?nh
66,22565,上料轴2_定位气缸4工作位报警,,,上料轴2_定位气缸4工作位报警,Pick_Axis_Z3_Pos_Limit,Feeding Axis Z3_Gi?i h?n d??ng
67,22566,电批升降气缸1原位报警,,,电批升降气缸1原位报警,Pick_Axis_Z3_Neg_Limit,Feeding Axis Z3_Gi?i h?n am
68,22567,电批升降气缸1工作位报警,,,电批升降气缸1工作位报警,Pick_Axis_Z3_JOG_Safety_Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn JOG
69,22568,电批升降气缸2原位报警,,,电批升降气缸2原位报警,Pick_Axis_Z3_PTP_Safety_Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn PTP
70,22569,电批升降气缸2工作位报警,,,电批升降气缸2工作位报警,Pick_Axis_Z3_Manual_Auto_Mismatch,Feeding Axis Z3_Kh?ng ??ng b? tay-t? ??ng
71,22570,螺丝机1_料盘定位气缸1原位报警,,,螺丝机1_料盘定位气缸1原位报警,Pick_Axis_R3_Not_Enabled,Feeding Axis R3_Ch?a cho phép ho?t ??ng
72,22571,螺丝机1_料盘定位气缸1工作位报警,,,螺丝机1_料盘定位气缸1工作位报警,Pick_Axis_R3_Command_Error,Feeding Axis R3_L?i l?nh
73,22572,螺丝机1_料盘定位气缸2原位报警,,,螺丝机1_料盘定位气缸2原位报警,Pick_Axis_R3_Pos_Limit,Feeding Axis R3_Gi?i h?n d??ng
74,22573,螺丝机1_料盘定位气缸2工作位报警,,,螺丝机1_料盘定位气缸2工作位报警,Pick_Axis_R3_Neg_Limit,Feeding Axis R3_Gi?i h?n am
75,22574,上料轴1_产品下压气缸原位报警,,,上料轴1_产品下压气缸原位报警,Pick_Axis_R3_JOG_Safety_Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn JOG
76,22575,上料轴1_产品下压气缸工作位报警,,,上料轴1_产品下压气缸工作位报警,Pick_Axis_R3_PTP_Safety_Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn PTP
77,22576,上料轴2_产品下压气缸原位报警,,,上料轴2_产品下压气缸原位报警,Pick_Axis_R3_Manual_Auto_Mismatch,Feeding Axis R3_Kh?ng ??ng b? tay-t? ??ng
78,22577,上料轴2_产品下压气缸工作位报警,,,上料轴2_产品下压气缸工作位报警,Pick_Axis_Z4_Not_Enabled,Feeding Axis Z4_Ch?a cho phép ho?t ??ng
79,22578,螺丝机吸螺丝真空报警,,,螺丝机吸螺丝真空报警,Pick_Axis_Z4_Command_Error,Feeding Axis Z4_L?i l?nh
80,22579,待定1,,,待定1,Pick_Axis_Z4_Pos_Limit,Feeding Axis Z4_Gi?i h?n d??ng
81,22580,载具1真空报警,,,载具1真空报警,Pick_Axis_Z4_Neg_Limit,Feeding Axis Z4_Gi?i h?n am
82,22581,载具2真空报警,,,载具2真空报警,Pick_Axis_Z4_JOG_Safety_Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn JOG
83,22582,工位1打螺丝失败报警,,,工位1打螺丝失败报警,Pick_Axis_Z4_PTP_Safety_Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn PTP
84,22583,工位2打螺丝失败报警,,,工位2打螺丝失败报警,Pick_Axis_Z4_Manual_Auto_Mismatch,Feeding Axis Z4_Kh?ng ??ng b? tay-t? ??ng
85,22584,工位1视觉引导拍照失败,,,工位1视觉引导拍照失败,Pick_Axis_R4_Not_Enabled,Feeding Axis R4_Ch?a cho phép ho?t ??ng
86,22585,工位2视觉引导拍照失败,,,工位2视觉引导拍照失败,Pick_Axis_R4_Command_Error,Feeding Axis R4_L?i l?nh
87,22586,急停中,,,急停中,Pick_Axis_R4_Pos_Limit,Feeding Axis R4_Gi?i h?n d??ng
88,22587,工位1相机引导误差值过大,,,工位1相机引导误差值过大,Pick_Axis_R4_Neg_Limit,Feeding Axis R4_Gi?i h?n am
89,22588,工位2相机引导误差值过大,,,工位2相机引导误差值过大,Pick_Axis_R4_JOG_Safety_Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn JOG
90,22589,工位1扫码多次NG,,,工位1扫码多次NG,Pick_Axis_R4_PTP_Safety_Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn PTP
91,22590,工位2扫码多次NG,,,工位2扫码多次NG,Pick_Axis_R4_Manual_Auto_Mismatch,Feeding Axis R4_Kh?ng ??ng b? tay-t? ??ng
92,22591,工位1螺丝拍照多次NG,,,工位1螺丝拍照多次NG,Pick_Axis_Z5_Not_Enabled,Feeding Axis Z5_Ch?a cho phép ho?t ??ng
93,22592,工位2螺丝拍照多次NG,,,工位2螺丝拍照多次NG,Pick_Axis_Z5_Command_Error,Feeding Axis Z5_L?i l?nh
94,22593,安全门打开1,,,安全门打开1,Pick_Axis_Z5_Pos_Limit,Feeding Axis Z5_Gi?i h?n d??ng
95,22594,安全门打开2,,,安全门打开2,Pick_Axis_Z5_Neg_Limit,Feeding Axis Z5_Gi?i h?n am
96,22595,螺丝机1缺螺丝信号,,,螺丝机1缺螺丝信号,Pick_Axis_Z5_JOG_Safety_Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn JOG
97,22596,螺丝机2缺螺丝信号,,,螺丝机2缺螺丝信号,Pick_Axis_Z5_PTP_Safety_Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn PTP
98,22597,手伸入机台报警,,,手伸入机台报警,Pick_Axis_Z5_Manual_Auto_Mismatch,Feeding Axis Z5_Kh?ng ??ng b? tay-t? ??ng
99,22598,等待工位1相机反馈,,,等待工位1相机反馈,Pick_Axis_R5_Not_Enabled,Feeding Axis R5_Ch?a cho phép ho?t ??ng
100,22599,等待工位2相机反馈,,,等待工位2相机反馈,Pick_Axis_R5_Command_Error,Feeding Axis R5_L?i l?nh
101,22600,工位1等待扫码器等待信息,,,工位1等待扫码器等待信息,Pick_Axis_R5_Pos_Limit,Feeding Axis R5_Gi?i h?n d??ng
102,22601,工位2等待扫码器等待信息,,,工位2等待扫码器等待信息,Pick_Axis_R5_Neg_Limit,Feeding Axis R5_Gi?i h?n am
