Id,Offset,Name,TipMessage,Comment,NameByCN,NameByEN,NameByVI
40,22539,Y轴1_JOG安全条件报警,,,Y轴1_JOG安全条件报警,Y Axis 1_JOG Safety Condition Alarm,Feeding Axis Z1_C?nh báo ?i?u ki?n an toàn JOG
41,22540,Y轴1_PTP安全条件报警,,,Y轴1_PTP安全条件报警,Y Axis 1_PTP Safety Condition Alarm,Feeding Axis Z1_C?nh báo ?i?u ki?n an toàn PTP
42,22541,Y轴1_手自动不一致,,,Y轴1_手自动不一致,Y Axis 1_Manual/Auto Mismatch,Feeding Axis Z1_Kh?ng ??ng b? tay-t? ??ng
43,22542,Y轴2_未使能,,,Y轴2_未使能,Y Axis 2_Not Enabled Prompt,Feeding Axis R1_Ch?a cho phép ho?t ??ng
44,22543,Y轴2_指令报错,,,Y轴2_指令报错,Y Axis 2_Command Error,Feeding Axis R1_L?i l?nh
45,22544,Y轴2_正极限,,,Y轴2_正极限,Y Axis 2_Positive Limit,Feeding Axis R1_Gi?i h?n d??ng
46,22545,Y轴2_负极限,,,Y轴2_负极限,Y Axis 2_Negative Limit,Feeding Axis R1_Gi?i h?n am
47,22546,Y轴2_JOG安全条件报警,,,Y轴2_JOG安全条件报警,Y Axis 2_JOG Safety Condition Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn JOG
48,22547,Y轴2_PTP安全条件报警,,,Y轴2_PTP安全条件报警,Y Axis 2_PTP Safety Condition Alarm,Feeding Axis R1_C?nh báo ?i?u ki?n an toàn PTP
49,22548,Y轴2_手自动不一致,,,Y轴2_手自动不一致,Y Axis 2_Manual/Auto Mismatch,Feeding Axis R1_Kh?ng ??ng b? tay-t? ??ng
50,22549,相机调节步进轴1_未使能,,,相机调节步进轴1_未使能,Camera Adjustment Stepper Axis 1_Not Enabled Prompt,Feeding Axis Z2_Ch?a cho phép ho?t ??ng
51,22550,相机调节步进轴1_指令报错,,,相机调节步进轴1_指令报错,Camera Adjustment Stepper Axis 1_Command Error,Feeding Axis Z2_L?i l?nh
52,22551,相机调节步进轴1_正极限,,,相机调节步进轴1_正极限,Camera Adjustment Stepper Axis 1_Positive Limit,Feeding Axis Z2_Gi?i h?n d??ng
53,22552,相机调节步进轴1_负极限,,,相机调节步进轴1_负极限,Camera Adjustment Stepper Axis 1_Negative Limit,Feeding Axis Z2_Gi?i h?n am
54,22553,相机调节步进轴1_JOG安全条件报警,,,相机调节步进轴1_JOG安全条件报警,Camera Adjustment Stepper Axis 1_JOG Safety Condition Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn JOG
55,22554,相机调节步进轴1_PTP安全条件报警,,,相机调节步进轴1_PTP安全条件报警,Camera Adjustment Stepper Axis 1_PTP Safety Condition Alarm,Feeding Axis Z2_C?nh báo ?i?u ki?n an toàn PTP
56,22555,相机调节步进轴1_手自动不一致,,,相机调节步进轴1_手自动不一致,Camera Adjustment Stepper Axis 1_Manual/Auto Mismatch,Feeding Axis Z2_Kh?ng ??ng b? tay-t? ??ng
57,22556,相机调节步进轴2_未使能,,,相机调节步进轴2_未使能,Camera Adjustment Stepper Axis 2_Not Enabled Prompt,Feeding Axis R2_Ch?a cho phép ho?t ??ng
58,22557,相机调节步进轴2_指令报错,,,相机调节步进轴2_指令报错,Camera Adjustment Stepper Axis 2_Command Error,Feeding Axis R2_L?i l?nh
59,22558,相机调节步进轴2_正极限,,,相机调节步进轴2_正极限,Camera Adjustment Stepper Axis 2_Positive Limit,Feeding Axis R2_Gi?i h?n d??ng
60,22559,相机调节步进轴2_负极限,,,相机调节步进轴2_负极限,Camera Adjustment Stepper Axis 2_Negative Limit,Feeding Axis R2_Gi?i h?n am
61,22560,相机调节步进轴2_JOG安全条件报警,,,相机调节步进轴2_JOG安全条件报警,Camera Adjustment Stepper Axis 2_JOG Safety Condition Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn JOG
62,22561,相机调节步进轴2_PTP安全条件报警,,,相机调节步进轴2_PTP安全条件报警,Camera Adjustment Stepper Axis 2_PTP Safety Condition Alarm,Feeding Axis R2_C?nh báo ?i?u ki?n an toàn PTP
63,22562,相机调节步进轴2_手自动不一致,,,相机调节步进轴2_手自动不一致,Camera Adjustment Stepper Axis 2_Manual/Auto Mismatch,Feeding Axis R2_Kh?ng ??ng b? tay-t? ??ng
64,22563,取料1_Z轴1_未使能,,,取料1_Z轴1_未使能,Pickup 1_Z Axis 1_Not Enabled Prompt,Feeding Axis Z3_Ch?a cho phép ho?t ??ng
65,22564,取料1_Z轴1_指令报错,,,取料1_Z轴1_指令报错,Pickup 1_Z Axis 1_Command Error,Feeding Axis Z3_L?i l?nh
66,22565,取料1_Z轴1_正极限,,,取料1_Z轴1_正极限,Pickup 1_Z Axis 1_Positive Limit,Feeding Axis Z3_Gi?i h?n d??ng
67,22566,取料1_Z轴1_负极限,,,取料1_Z轴1_负极限,Pickup 1_Z Axis 1_Negative Limit,Feeding Axis Z3_Gi?i h?n am
68,22567,取料1_Z轴1_JOG安全条件报警,,,取料1_Z轴1_JOG安全条件报警,Pickup 1_Z Axis 1_JOG Safety Condition Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn JOG
69,22568,取料1_Z轴1_PTP安全条件报警,,,取料1_Z轴1_PTP安全条件报警,Pickup 1_Z Axis 1_PTP Safety Condition Alarm,Feeding Axis Z3_C?nh báo ?i?u ki?n an toàn PTP
70,22569,取料1_Z轴1_手自动不一致,,,取料1_Z轴1_手自动不一致,Pickup 1_Z Axis 1_Manual/Auto Mismatch,Feeding Axis Z3_Kh?ng ??ng b? tay-t? ??ng
71,22570,取料1_R轴1_未使能,,,取料1_R轴1_未使能,Pickup 1_R Axis 1_Not Enabled Prompt,Feeding Axis R3_Ch?a cho phép ho?t ??ng
72,22571,取料1_R轴1_指令报错,,,取料1_R轴1_指令报错,Pickup 1_R Axis 1_Command Error,Feeding Axis R3_L?i l?nh
73,22572,取料1_R轴1_正极限,,,取料1_R轴1_正极限,Pickup 1_R Axis 1_Positive Limit,Feeding Axis R3_Gi?i h?n d??ng
74,22573,取料1_R轴1_负极限,,,取料1_R轴1_负极限,Pickup 1_R Axis 1_Negative Limit,Feeding Axis R3_Gi?i h?n am
75,22574,取料1_R轴1_JOG安全条件报警,,,取料1_R轴1_JOG安全条件报警,Pickup 1_R Axis 1_JOG Safety Condition Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn JOG
76,22575,取料1_R轴1_PTP安全条件报警,,,取料1_R轴1_PTP安全条件报警,Pickup 1_R Axis 1_PTP Safety Condition Alarm,Feeding Axis R3_C?nh báo ?i?u ki?n an toàn PTP
77,22576,取料1_R轴1_手自动不一致,,,取料1_R轴1_手自动不一致,Pickup 1_R Axis 1_Manual/Auto Mismatch,Feeding Axis R3_Kh?ng ??ng b? tay-t? ??ng
78,22577,取料1_Z轴2_未使能,,,取料1_Z轴2_未使能,Pickup 1_Z Axis 2_Not Enabled Prompt,Feeding Axis Z4_Ch?a cho phép ho?t ??ng
79,22578,取料1_Z轴2_指令报错,,,取料1_Z轴2_指令报错,Pickup 1_Z Axis 2_Command Error,Feeding Axis Z4_L?i l?nh
80,22579,取料1_Z轴2_正极限,,,取料1_Z轴2_正极限,Pickup 1_Z Axis 2_Positive Limit,Feeding Axis Z4_Gi?i h?n d??ng
81,22580,取料1_Z轴2_负极限,,,取料1_Z轴2_负极限,Pickup 1_Z Axis 2_Negative Limit,Feeding Axis Z4_Gi?i h?n am
82,22581,取料1_Z轴2_JOG安全条件报警,,,取料1_Z轴2_JOG安全条件报警,Pickup 1_Z Axis 2_JOG Safety Condition Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn JOG
83,22582,取料1_Z轴2_PTP安全条件报警,,,取料1_Z轴2_PTP安全条件报警,Pickup 1_Z Axis 2_PTP Safety Condition Alarm,Feeding Axis Z4_C?nh báo ?i?u ki?n an toàn PTP
84,22583,取料1_Z轴2_手自动不一致,,,取料1_Z轴2_手自动不一致,Pickup 1_Z Axis 2_Manual/Auto Mismatch,Feeding Axis Z4_Kh?ng ??ng b? tay-t? ??ng
85,22584,取料1_R轴2_未使能,,,取料1_R轴2_未使能,Pickup 1_R Axis 2_Not Enabled Prompt,Feeding Axis R4_Ch?a cho phép ho?t ??ng
86,22585,取料1_R轴2_指令报错,,,取料1_R轴2_指令报错,Pickup 1_R Axis 2_Command Error,Feeding Axis R4_L?i l?nh
87,22586,取料1_R轴2_正极限,,,取料1_R轴2_正极限,Pickup 1_R Axis 2_Positive Limit,Feeding Axis R4_Gi?i h?n d??ng
88,22587,取料1_R轴2_负极限,,,取料1_R轴2_负极限,Pickup 1_R Axis 2_Negative Limit,Feeding Axis R4_Gi?i h?n am
89,22588,取料1_R轴2_JOG安全条件报警,,,取料1_R轴2_JOG安全条件报警,Pickup 1_R Axis 2_JOG Safety Condition Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn JOG
90,22589,取料1_R轴2_PTP安全条件报警,,,取料1_R轴2_PTP安全条件报警,Pickup 1_R Axis 2_PTP Safety Condition Alarm,Feeding Axis R4_C?nh báo ?i?u ki?n an toàn PTP
91,22590,取料1_R轴2_手自动不一致,,,取料1_R轴2_手自动不一致,Pickup 1_R Axis 2_Manual/Auto Mismatch,Feeding Axis R4_Kh?ng ??ng b? tay-t? ??ng
92,22591,取料1_Z轴3_未使能,,,取料1_Z轴3_未使能,Pickup 1_Z Axis 3_Not Enabled Prompt,Feeding Axis Z5_Ch?a cho phép ho?t ??ng
93,22592,取料1_Z轴3_指令报错,,,取料1_Z轴3_指令报错,Pickup 1_Z Axis 3_Command Error,Feeding Axis Z5_L?i l?nh
94,22593,取料1_Z轴3_正极限,,,取料1_Z轴3_正极限,Pickup 1_Z Axis 3_Positive Limit,Feeding Axis Z5_Gi?i h?n d??ng
95,22594,取料1_Z轴3_负极限,,,取料1_Z轴3_负极限,Pickup 1_Z Axis 3_Negative Limit,Feeding Axis Z5_Gi?i h?n am
96,22595,取料1_Z轴3_JOG安全条件报警,,,取料1_Z轴3_JOG安全条件报警,Pickup 1_Z Axis 3_JOG Safety Condition Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn JOG
97,22596,取料1_Z轴3_PTP安全条件报警,,,取料1_Z轴3_PTP安全条件报警,Pickup 1_Z Axis 3_PTP Safety Condition Alarm,Feeding Axis Z5_C?nh báo ?i?u ki?n an toàn PTP
98,22597,取料1_Z轴3_手自动不一致,,,取料1_Z轴3_手自动不一致,Pickup 1_Z Axis 3_Manual/Auto Mismatch,Feeding Axis Z5_Kh?ng ??ng b? tay-t? ??ng
99,22598,取料1_R轴3_未使能,,,取料1_R轴3_未使能,Pickup 1_R Axis 3_Not Enabled Prompt,Feeding Axis R5_Ch?a cho phép ho?t ??ng
100,22599,取料1_R轴3_指令报错,,,取料1_R轴3_指令报错,Pickup 1_R Axis 3_Command Error,Feeding Axis R5_L?i l?nh
101,22600,取料1_R轴3_正极限,,,取料1_R轴3_正极限,Pickup 1_R Axis 3_Positive Limit,Feeding Axis R5_Gi?i h?n d??ng
102,22601,取料1_R轴3_负极限,,,取料1_R轴3_负极限,Pickup 1_R Axis 3_Negative Limit,Feeding Axis R5_Gi?i h?n am
103,22602,取料1_R轴3_JOG安全条件报警,,,取料1_R轴3_JOG安全条件报警,Pickup 1_R Axis 3_JOG Safety Condition Alarm,Feeding Axis R5_C?nh báo ?i?u ki?n an toàn JOG
104,22603,取料1_R轴3_PTP安全条件报警,,,取料1_R轴3_PTP安全条件报警,Pickup 1_R Axis 3_PTP Safety Condition Alarm,Feeding Axis R5_C?nh báo ?i?u ki?n an toàn PTP
105,22604,取料1_R轴3_手自动不一致,,,取料1_R轴3_手自动不一致,Pickup 1_R Axis 3_Manual/Auto Mismatch,Feeding Axis R5_Kh?ng ??ng b? tay-t? ??ng
106,22605,取料1_Z轴4_未使能,,,取料1_Z轴4_未使能,Pickup 1_Z Axis 4_Not Enabled Prompt,Feeding Axis Z6_Ch?a cho phép ho?t ??ng
107,22606,取料1_Z轴4_指令报错,,,取料1_Z轴4_指令报错,Pickup 1_Z Axis 4_Command Error,Feeding Axis Z6_L?i l?nh
108,22607,取料1_Z轴4_正极限,,,取料1_Z轴4_正极限,Pickup 1_Z Axis 4_Positive Limit,Feeding Axis Z6_Gi?i h?n d??ng
109,22608,取料1_Z轴4_负极限,,,取料1_Z轴4_负极限,Pickup 1_Z Axis 4_Negative Limit,Feeding Axis Z6_Gi?i h?n am
110,22609,取料1_Z轴4_JOG安全条件报警,,,取料1_Z轴4_JOG安全条件报警,Pickup 1_Z Axis 4_JOG Safety Condition Alarm,Feeding Axis Z6_C?nh báo ?i?u ki?n an toàn JOG
111,22610,取料1_Z轴4_PTP安全条件报警,,,取料1_Z轴4_PTP安全条件报警,Pickup 1_Z Axis 4_PTP Safety Condition Alarm,Feeding Axis Z6_C?nh báo ?i?u ki?n an toàn PTP
112,22611,取料1_Z轴4_手自动不一致,,,取料1_Z轴4_手自动不一致,Pickup 1_Z Axis 4_Manual/Auto Mismatch,Feeding Axis Z6_Kh?ng ??ng b? tay-t? ??ng
113,22612,取料1_R轴4_未使能,,,取料1_R轴4_未使能,Pickup 1_R Axis 4_Not Enabled Prompt,Feeding Axis R6_Ch?a cho phép ho?t ??ng
114,22613,取料1_R轴4_指令报错,,,取料1_R轴4_指令报错,Pickup 1_R Axis 4_Command Error,Feeding Axis R6_L?i l?nh
115,22614,取料1_R轴4_正极限,,,取料1_R轴4_正极限,Pickup 1_R Axis 4_Positive Limit,Feeding Axis R6_Gi?i h?n d??ng
116,22615,取料1_R轴4_负极限,,,取料1_R轴4_负极限,Pickup 1_R Axis 4_Negative Limit,Feeding Axis R6_Gi?i h?n am
117,22616,取料1_R轴4_JOG安全条件报警,,,取料1_R轴4_JOG安全条件报警,Pickup 1_R Axis 4_JOG Safety Condition Alarm,Feeding Axis R6_C?nh báo ?i?u ki?n an toàn JOG
118,22617,取料1_R轴4_PTP安全条件报警,,,取料1_R轴4_PTP安全条件报警,Pickup 1_R Axis 4_PTP Safety Condition Alarm,Feeding Axis R6_C?nh báo ?i?u ki?n an toàn PTP
119,22618,取料1_R轴4_手自动不一致,,,取料1_R轴4_手自动不一致,Pickup 1_R Axis 4_Manual/Auto Mismatch,Feeding Axis R6_Kh?ng ??ng b? tay-t? ??ng
120,22619,取料1_Z轴5_未使能,,,取料1_Z轴5_未使能,Pickup 1_Z Axis 5_Not Enabled Prompt,Feeding Axis Z7_Ch?a cho phép ho?t ??ng
121,22620,取料1_Z轴5_指令报错,,,取料1_Z轴5_指令报错,Pickup 1_Z Axis 5_Command Error,Feeding Axis Z7_L?i l?nh
122,22621,取料1_Z轴5_正极限,,,取料1_Z轴5_正极限,Pickup 1_Z Axis 5_Positive Limit,Feeding Axis Z7_Gi?i h?n d??ng
123,22622,取料1_Z轴5_负极限,,,取料1_Z轴5_负极限,Pickup 1_Z Axis 5_Negative Limit,Feeding Axis Z7_Gi?i h?n am
124,22623,取料1_Z轴5_JOG安全条件报警,,,取料1_Z轴5_JOG安全条件报警,Pickup 1_Z Axis 5_JOG Safety Condition Alarm,Feeding Axis Z7_C?nh báo ?i?u ki?n an toàn JOG
125,22624,取料1_Z轴5_PTP安全条件报警,,,取料1_Z轴5_PTP安全条件报警,Pickup 1_Z Axis 5_PTP Safety Condition Alarm,Feeding Axis Z7_C?nh báo ?i?u ki?n an toàn PTP
126,22625,取料1_Z轴5_手自动不一致,,,取料1_Z轴5_手自动不一致,Pickup 1_Z Axis 5_Manual/Auto Mismatch,Feeding Axis Z7_Kh?ng ??ng b? tay-t? ??ng
127,22626,取料1_R轴5_未使能,,,取料1_R轴5_未使能,Pickup 1_R Axis 5_Not Enabled Prompt,Feeding Axis R7_Ch?a cho phép ho?t ??ng
128,22627,取料1_R轴5_指令报错,,,取料1_R轴5_指令报错,Pickup 1_R Axis 5_Command Error,Feeding Axis R7_L?i l?nh
129,22628,取料1_R轴5_正极限,,,取料1_R轴5_正极限,Pickup 1_R Axis 5_Positive Limit,Feeding Axis R7_Gi?i h?n d??ng
130,22629,取料1_R轴5_负极限,,,取料1_R轴5_负极限,Pickup 1_R Axis 5_Negative Limit,Feeding Axis R7_Gi?i h?n am
131,22630,取料1_R轴5_JOG安全条件报警,,,取料1_R轴5_JOG安全条件报警,Pickup 1_R Axis 5_JOG Safety Condition Alarm,Feeding Axis R7_C?nh báo ?i?u ki?n an toàn JOG
132,22631,取料1_R轴5_PTP安全条件报警,,,取料1_R轴5_PTP安全条件报警,Pickup 1_R Axis 5_PTP Safety Condition Alarm,Feeding Axis R7_C?nh báo ?i?u ki?n an toàn PTP
133,22632,取料1_R轴5_手自动不一致,,,取料1_R轴5_手自动不一致,Pickup 1_R Axis 5_Manual/Auto Mismatch,Feeding Axis R7_Kh?ng ??ng b? tay-t? ??ng
134,22633,取料1_Z轴6_未使能,,,取料1_Z轴6_未使能,Pickup 1_Z Axis 6_Not Enabled Prompt,Tr?c 1_Xylanh ??nh v? 1-C?nh báo v? trí g?c
135,22634,取料1_Z轴6_指令报错,,,取料1_Z轴6_指令报错,Pickup 1_Z Axis 6_Command Error,Tr?c 1_Xylanh ??nh v? 1-C?nh báo v? trí làm vi?c
136,22635,取料1_Z轴6_正极限,,,取料1_Z轴6_正极限,Pickup 1_Z Axis 6_Positive Limit,Tr?c 1_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
137,22636,取料1_Z轴6_负极限,,,取料1_Z轴6_负极限,Pickup 1_Z Axis 6_Negative Limit,Tr?c 1_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
138,22637,取料1_Z轴6_JOG安全条件报警,,,取料1_Z轴6_JOG安全条件报警,Pickup 1_Z Axis 6_JOG Safety Condition Alarm,Tr?c 1_Xylanh ??nh v? 1_?ang khóa liên ??ng tay-t? ??ng
139,22638,取料1_Z轴6_PTP安全条件报警,,,取料1_Z轴6_PTP安全条件报警,Pickup 1_Z Axis 6_PTP Safety Condition Alarm,Tr?c 1_Xylanh ??nh v? 2-C?nh báo v? trí g?c
140,22639,取料1_Z轴6_手自动不一致,,,取料1_Z轴6_手自动不一致,Pickup 1_Z Axis 6_Manual/Auto Mismatch,Tr?c 1_Xylanh ??nh v? 2-C?nh báo v? trí làm vi?c
141,22640,取料1_R轴6_未使能,,,取料1_R轴6_未使能,Pickup 1_R Axis 6_Not Enabled Prompt,Tr?c 1_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
142,22641,取料1_R轴6_指令报错,,,取料1_R轴6_指令报错,Pickup 1_R Axis 6_Command Error,Tr?c 1_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
143,22642,取料1_R轴6_正极限,,,取料1_R轴6_正极限,Pickup 1_R Axis 6_Positive Limit,Tr?c 1_Xylanh ??nh v? 2_?ang khóa liên ??ng tay-t? ??ng
144,22643,取料1_R轴6_负极限,,,取料1_R轴6_负极限,Pickup 1_R Axis 6_Negative Limit,Tr?c 1_Xylanh ??nh v? 3-C?nh báo v? trí g?c
145,22644,取料1_R轴6_JOG安全条件报警,,,取料1_R轴6_JOG安全条件报警,Pickup 1_R Axis 6_JOG Safety Condition Alarm,Tr?c 1_Xylanh ??nh v? 3-C?nh báo v? trí làm vi?c
146,22645,取料1_R轴6_PTP安全条件报警,,,取料1_R轴6_PTP安全条件报警,Pickup 1_R Axis 6_PTP Safety Condition Alarm,Tr?c 1_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
147,22646,取料1_R轴6_手自动不一致,,,取料1_R轴6_手自动不一致,Pickup 1_R Axis 6_Manual/Auto Mismatch,Tr?c 1_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
148,22647,取料2_Z轴1_未使能,,,取料2_Z轴1_未使能,Pickup 2_Z Axis 1_Not Enabled Prompt,Tr?c 1_Xylanh ??nh v? 3_?ang khóa liên ??ng tay-t? ??ng
149,22648,取料2_Z轴1_指令报错,,,取料2_Z轴1_指令报错,Pickup 2_Z Axis 1_Command Error,Tr?c 2_Xylanh ??nh v? 1-C?nh báo v? trí g?c
150,22649,取料2_Z轴1_正极限,,,取料2_Z轴1_正极限,Pickup 2_Z Axis 1_Positive Limit,Tr?c 2_Xylanh ??nh v? 1-C?nh báo v? trí làm vi?c
151,22650,取料2_Z轴1_负极限,,,取料2_Z轴1_负极限,Pickup 2_Z Axis 1_Negative Limit,Tr?c 2_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
152,22651,取料2_Z轴1_JOG安全条件报警,,,取料2_Z轴1_JOG安全条件报警,Pickup 2_Z Axis 1_JOG Safety Condition Alarm,Tr?c 2_Xylanh ??nh v? 1-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
153,22652,取料2_Z轴1_PTP安全条件报警,,,取料2_Z轴1_PTP安全条件报警,Pickup 2_Z Axis 1_PTP Safety Condition Alarm,Tr?c 2_Xylanh ??nh v? 1_?ang khóa liên ??ng tay-t? ??ng
154,22653,取料2_Z轴1_手自动不一致,,,取料2_Z轴1_手自动不一致,Pickup 2_Z Axis 1_Manual/Auto Mismatch,Tr?c 2_Xylanh ??nh v? 2-C?nh báo v? trí g?c
155,22654,取料2_R轴1_未使能,,,取料2_R轴1_未使能,Pickup 2_R Axis 1_Not Enabled Prompt,Tr?c 2_Xylanh ??nh v? 2-C?nh báo v? trí làm vi?c
156,22655,取料2_R轴1_指令报错,,,取料2_R轴1_指令报错,Pickup 2_R Axis 1_Command Error,Tr?c 2_Xylanh ??nh v? 2-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
